Timestamp,Solar_Irradiance (W/m²),Temperature (°C),Solar_Power_Generated (kW),Load_Demand (kW),Battery_SOC (%),Grid_Usage (kW),Battery_Charge/Discharge (kW)
2024-01-04 16:00:00,303.4961087495402,24.171353797971328,1.52,0.96,99.99856695294571,0.0,0.0028660941085529856
2024-01-04 17:00:00,165.06801889808267,23.43910423156605,0.83,0.71,99.99992834764728,0.0,0.00014330470542844864
2024-01-04 18:00:00,8.324111733089748e-14,20.920307292320086,0.0,2.7,71.57887571606834,0.0,-2.6999999999999997
2024-01-04 19:00:00,0.0,20.04918563831501,0.0,2.7,43.1578230844894,0.0,-2.7
2024-01-04 20:00:00,0.0,18.717786700305528,0.0,2.02,21.894665189752555,0.0,-2.02
2024-01-04 21:00:00,0.0,19.331962218055235,0.0,2.63,0.0,0.4405334810247443,-2.1894665189752556
2024-01-04 22:00:00,0.0,18.98575303716233,0.0,2.89,0.0,2.89,0.0
2024-01-04 23:00:00,0.0,18.7158708195894,0.0,2.73,0.0,2.73,0.0
2024-01-05 00:00:00,0.0,16.023971886236666,0.0,1.0,0.0,1.0,0.0
2024-01-05 01:00:00,0.0,17.702482862075744,0.0,0.96,0.0,0.96,0.0
2024-01-05 02:00:00,0.0,18.463284087913202,0.0,0.8,0.0,0.8,0.0
2024-01-05 03:00:00,0.0,18.811370119871253,0.0,0.86,0.0,0.86,0.0
2024-01-05 04:00:00,0.0,20.18294202364931,0.0,0.89,0.0,0.89,0.0
2024-01-05 05:00:00,0.0,21.721696927391815,0.0,0.83,0.0,0.83,0.0
2024-01-05 06:00:00,0.0,23.042184260647765,0.0,2.36,0.0,2.36,0.0
2024-01-05 07:00:00,172.58084505145604,23.541380682946468,0.86,2.35,0.0,1.4870957747427198,0.0
2024-01-05 08:00:00,298.5453117273491,24.582414618788924,1.49,2.79,0.0,1.2972734413632545,0.0
2024-01-05 09:00:00,499.280978710048,26.011981382081064,2.5,2.72,0.0,0.2235951064497601,0.0
2024-01-05 10:00:00,567.1379451038525,28.495965000951216,2.84,0.99,17.53405239243299,0.0,1.8456897255192624
2024-01-05 11:00:00,759.0434177032491,27.544002955605006,3.8,0.89,45.133614733337325,0.0,2.9052170885162454
2024-01-05 12:00:00,650.4397872356535,27.815240607919442,3.25,1.19,64.72450462703087,0.0,2.0621989361782678
2024-01-05 13:00:00,646.5793579652142,27.16413252251157,3.23,1.45,81.66202413037853,0.0,1.7828967898260706
2024-01-05 14:00:00,686.3754967593597,27.880381704735232,3.43,1.5,99.08310120651893,0.0,1.833797586962147
2024-01-05 15:00:00,454.1635010540525,26.86379128891214,2.27,0.71,99.95415506032595,0.0,0.0916898793481078
2024-01-05 16:00:00,291.90391079111197,24.86910287442415,1.46,0.9,99.99770775301629,0.0,0.004584493967405123
2024-01-05 17:00:00,180.35600224152472,23.7054063574384,0.9,0.74,99.9998853876508,0.0,0.00022922469837105552
2024-01-05 18:00:00,9.653337248034922e-14,22.49841810610324,0.0,2.45,74.21041170344027,0.0,-2.4499999999999997
2024-01-05 19:00:00,0.0,20.997809192829543,0.0,2.47,48.21041170344027,0.0,-2.47
2024-01-05 20:00:00,0.0,21.163736631179884,0.0,2.93,17.368306440282375,0.0,-2.93
2024-01-05 21:00:00,0.0,18.72358339920374,0.0,2.03,0.0,0.2931693559717625,-1.7368306440282373
2024-01-05 22:00:00,0.0,17.776114702996562,0.0,2.66,0.0,2.66,0.0
2024-01-05 23:00:00,0.0,18.91784217761723,0.0,2.38,0.0,2.38,0.0
2024-01-06 00:00:00,0.0,16.27520713624309,0.0,0.82,0.0,0.82,0.0
2024-01-06 01:00:00,0.0,17.417458918975182,0.0,0.88,0.0,0.88,0.0
2024-01-06 02:00:00,0.0,18.754420024981187,0.0,0.88,0.0,0.88,0.0
2024-01-06 03:00:00,0.0,19.127617669845673,0.0,0.76,0.0,0.76,0.0
2024-01-06 04:00:00,0.0,18.517597778526003,0.0,0.78,0.0,0.78,0.0
2024-01-06 05:00:00,0.0,21.074041038999336,0.0,0.69,0.0,0.69,0.0
2024-01-06 06:00:00,0.0,21.145153824687895,0.0,2.4,0.0,2.4,0.0
2024-01-06 07:00:00,162.6376105624152,24.62243178378556,0.81,3.15,0.0,2.336811947187924,0.0
2024-01-06 08:00:00,346.8171353256827,26.695501218845404,1.73,3.44,0.0,1.7059143233715863,0.0
2024-01-06 09:00:00,491.9274632071147,27.11739892855742,2.46,2.39,0.6615545023379477,0.0,0.06963731603557344
2024-01-06 10:00:00,543.8426851446233,25.120606846512153,2.72,0.71,19.74908204670755,0.0,2.009213425723116
2024-01-06 11:00:00,670.858160298779,26.842814708801228,3.35,0.69,45.05984466089956,0.0,2.6642908014938955
2024-01-06 12:00:00,662.692605302275,25.482023740787962,3.31,1.7,60.387743412757615,0.0,1.6134630265113745
2024-01-06 13:00:00,779.2712368038293,28.13649687006841,3.9,1.09,87.04812716093952,0.0,2.8063561840191467
2024-01-06 14:00:00,576.5701952898631,28.23429560512385,2.88,1.36,99.35240635804698,0.0,1.2951872839060492
2024-01-06 15:00:00,500.9646177232409,26.056060974461598,2.5,0.73,99.96762031790234,0.0,0.06475936419530193
2024-01-06 16:00:00,337.6209970219784,24.2277413642398,1.69,0.78,99.99838101589512,0.0,0.003237968209765185
2024-01-06 17:00:00,213.0740801500387,24.602323728236247,1.07,0.84,99.99991905079476,0.0,0.00016189841048763753
2024-01-06 18:00:00,9.549505163263798e-14,22.19912350057176,0.0,2.03,78.63149799816318,0.0,-2.0299999999999994
2024-01-06 19:00:00,0.0,23.650068797000706,0.0,2.44,52.94728747184739,0.0,-2.44
2024-01-06 20:00:00,0.0,21.525773867125995,0.0,2.69,24.63149799816318,0.0,-2.69
2024-01-06 21:00:00,0.0,17.355194020261603,0.0,2.37,0.0,0.0,-2.37
2024-01-06 22:00:00,0.0,18.16389063700885,0.0,2.12,0.0,2.12,0.0
2024-01-06 23:00:00,0.0,18.27536407445849,0.0,2.61,0.0,2.61,0.0
2024-01-07 00:00:00,0.0,14.488204926857096,0.0,1.07,0.0,1.07,0.0
2024-01-07 01:00:00,0.0,16.476468292519126,0.0,0.81,0.0,0.81,0.0
2024-01-07 02:00:00,0.0,18.50687491170251,0.0,0.74,0.0,0.74,0.0
2024-01-07 03:00:00,0.0,18.802359302833263,0.0,0.71,0.0,0.71,0.0
2024-01-07 04:00:00,0.0,18.301099053637586,0.0,1.06,0.0,1.06,0.0
2024-01-07 05:00:00,0.0,20.930826547679544,0.0,0.61,0.0,0.61,0.0
2024-01-07 06:00:00,0.0,22.134870188872448,0.0,2.64,0.0,2.64,0.0
2024-01-07 07:00:00,182.19449001585383,22.926766144414245,0.91,2.44,0.0,1.5290275499207309,0.0
2024-01-07 08:00:00,328.7855319293384,24.148730022535087,1.64,3.05,0.0,1.4060723403533077,0.0
2024-01-07 09:00:00,523.386234162773,26.49258070025615,2.62,2.67,0.0,0.05306882918613498,0.0
2024-01-07 10:00:00,601.592674137959,27.227604519477,3.01,0.97,19.36065202155305,0.0,2.037963370689795
2024-01-07 11:00:00,548.3198038493314,27.940326420962847,2.74,0.88,37.045842704396286,0.0,1.8615990192466567
2024-01-07 12:00:00,759.6691948647172,27.016290648977343,3.8,1.01,63.53512946047035,0.0,2.788345974323586
2024-01-07 13:00:00,718.4660918443263,25.693191499721106,3.59,1.08,87.40226882307584,0.0,2.5123304592216313
2024-01-07 14:00:00,706.9960219801558,26.97749236961122,3.53,1.37,99.37011344115379,0.0,1.259773117692415
2024-01-07 15:00:00,492.6317773460549,24.568524880743116,2.46,0.79,99.96850567205769,0.0,0.06298865588462021
2024-01-07 16:00:00,361.43534671401187,25.13169020481279,1.81,0.65,99.99842528360287,0.0,0.0031494327942311884
2024-01-07 17:00:00,159.34028015164586,22.05413035859355,0.8,1.03,97.54265055474214,0.0,-0.23329859924177077
2024-01-07 18:00:00,9.489458434515659e-14,24.063831579838705,0.0,2.25,73.85844002842636,0.0,-2.2499999999999996
2024-01-07 19:00:00,0.0,20.791080737635696,0.0,2.37,48.91107160737372,0.0,-2.37
2024-01-07 20:00:00,0.0,19.816428093460026,0.0,3.04,16.911071607373717,0.0,-3.04
2024-01-07 21:00:00,0.0,17.973788226184052,0.0,3.05,0.0,1.3588928392626283,-1.6911071607373716
2024-01-07 22:00:00,0.0,17.053876930713894,0.0,2.29,0.0,2.29,0.0
2024-01-07 23:00:00,0.0,14.76925541289624,0.0,2.64,0.0,2.64,0.0
2024-01-08 00:00:00,0.0,18.581590207048624,0.0,0.74,0.0,0.74,0.0
2024-01-08 01:00:00,0.0,17.165099616519267,0.0,0.81,0.0,0.81,0.0
2024-01-08 02:00:00,0.0,18.029544594658876,0.0,0.88,0.0,0.88,0.0
2024-01-08 03:00:00,0.0,16.88137178988856,0.0,0.88,0.0,0.88,0.0
2024-01-08 04:00:00,0.0,18.123558973401924,0.0,0.74,0.0,0.74,0.0
2024-01-08 05:00:00,0.0,20.911640141901096,0.0,0.94,0.0,0.94,0.0
2024-01-08 06:00:00,0.0,21.125137253707592,0.0,2.01,0.0,2.01,0.0
2024-01-08 07:00:00,140.95683717490803,22.698867754015218,0.7,2.83,0.0,2.12521581412546,0.0
2024-01-08 08:00:00,406.13687057315065,24.498708907310693,2.03,2.63,0.0,0.5993156471342465,0.0
2024-01-08 09:00:00,486.1759423268924,26.015966452912515,2.43,2.69,0.0,0.2591202883655379,0.0
2024-01-08 10:00:00,584.2716891904743,27.219971477001458,2.92,0.7,21.102905236547528,0.0,2.2213584459523714
2024-01-08 11:00:00,782.538474272109,27.177912815674965,3.91,0.92,49.53348276447271,0.0,2.9926923713605458
2024-01-08 12:00:00,849.9633452028979,27.89441924740956,4.25,1.01,80.31174166161037,0.0,3.2398167260144897
2024-01-08 13:00:00,663.5146770078827,27.36238840220178,3.32,1.05,99.01558708308052,0.0,1.968825833838963
2024-01-08 14:00:00,674.912215719995,25.377169327691163,3.37,1.31,99.95077935415402,0.0,0.09844129169194815
2024-01-08 15:00:00,468.23917760016684,26.52519355879628,2.34,0.89,99.9975389677077,0.0,0.004922064584597763
2024-01-08 16:00:00,338.0978348465655,23.343388869013893,1.69,0.86,99.99987694838538,0.0,0.0002461032292302434
2024-01-08 17:00:00,192.7431835909818,23.022721408885502,0.96,1.0,99.61793924264757,0.0,-0.03628408204509104
2024-01-08 18:00:00,8.925793925831555e-14,20.329807748121983,0.0,2.97,68.35478134791073,0.0,-2.9699999999999998
2024-01-08 19:00:00,0.0,22.686262098503903,0.0,2.77,39.19688661106862,0.0,-2.77
2024-01-08 20:00:00,0.0,20.293832026472014,0.0,2.9,8.670570821594934,0.0,-2.9
2024-01-08 21:00:00,0.0,18.906836384370944,0.0,2.08,0.0,1.2129429178405067,-0.8670570821594934
2024-01-08 22:00:00,0.0,18.606800795795827,0.0,2.58,0.0,2.58,0.0
2024-01-08 23:00:00,0.0,18.550627010107164,0.0,2.49,0.0,2.49,0.0
2024-01-09 00:00:00,0.0,15.959361216994541,0.0,0.93,0.0,0.93,0.0
2024-01-09 01:00:00,0.0,18.00991384027527,0.0,0.77,0.0,0.77,0.0
2024-01-09 02:00:00,0.0,16.473487684342857,0.0,0.84,0.0,0.84,0.0
2024-01-09 03:00:00,0.0,18.420372966729424,0.0,0.8,0.0,0.8,0.0
2024-01-09 04:00:00,0.0,20.3031963700425,0.0,0.96,0.0,0.96,0.0
2024-01-09 05:00:00,0.0,21.6517728030993,0.0,0.91,0.0,0.91,0.0
2024-01-09 06:00:00,0.0,20.215037970384337,0.0,2.98,0.0,2.98,0.0
2024-01-09 07:00:00,216.62385820617172,23.759275175474215,1.08,2.26,0.0,1.176880708969141,0.0
2024-01-09 08:00:00,360.0517458391227,23.800244173401847,1.8,2.33,0.0,0.5297412708043867,0.0
2024-01-09 09:00:00,584.2135830831942,26.64388595421234,2.92,2.99,0.0,0.06893208458402889,0.0
2024-01-09 10:00:00,619.015761007556,27.16702987287458,3.1,0.95,20.378248647858904,0.0,2.1450788050377794
2024-01-09 11:00:00,656.1230026466998,25.772796713593916,3.28,0.73,44.609091273577135,0.0,2.550615013233499
2024-01-09 12:00:00,862.9041279834983,27.29720180352038,4.31,1.19,74.2920373527933,0.0,3.1245206399174914
2024-01-09 13:00:00,676.0797432824659,26.316505707857857,3.38,1.32,93.86582515871042,0.0,2.0603987164123287
2024-01-09 14:00:00,716.0969406359321,26.202785651127996,3.58,1.02,99.69329125793551,0.0,0.6134174841289575
2024-01-09 15:00:00,468.3505507107621,23.159685879384377,2.34,0.91,99.98466456289677,0.0,0.030670874206448318
2024-01-09 16:00:00,319.0779152731913,23.63755518533352,1.6,0.8,99.99923322814485,0.0,0.0015335437103232152
2024-01-09 17:00:00,199.18856065199117,23.33391055521894,1.0,0.94,99.99996166140724,0.0,7.667718551651603e-05
2024-01-09 18:00:00,1.0725172033601616e-13,21.56852102835985,0.0,2.21,76.7368037666704,0.0,-2.2099999999999995
2024-01-09 19:00:00,0.0,18.318169208181946,0.0,2.57,49.684172187723036,0.0,-2.57
2024-01-09 20:00:00,0.0,19.842590002129164,0.0,2.99,18.21048797719671,0.0,-2.99
2024-01-09 21:00:00,0.0,17.60614154228218,0.0,2.8,0.0,0.9789512022803288,-1.821048797719671
2024-01-09 22:00:00,0.0,17.738606053652127,0.0,2.6,0.0,2.6,0.0
2024-01-09 23:00:00,0.0,16.439190832223478,0.0,2.88,0.0,2.88,0.0
2024-01-10 00:00:00,0.0,17.565838402630924,0.0,0.72,0.0,0.72,0.0
2024-01-10 01:00:00,0.0,16.0069799928578,0.0,0.84,0.0,0.84,0.0
2024-01-10 02:00:00,0.0,16.894776948436363,0.0,0.85,0.0,0.85,0.0
2024-01-10 03:00:00,0.0,18.294006966764872,0.0,0.88,0.0,0.88,0.0
2024-01-10 04:00:00,0.0,19.201480695506888,0.0,0.87,0.0,0.87,0.0
2024-01-10 05:00:00,0.0,21.11344295816707,0.0,0.74,0.0,0.74,0.0
2024-01-10 06:00:00,0.0,21.4496115253066,0.0,2.59,0.0,2.59,0.0
2024-01-10 07:00:00,202.85350302275393,23.5160445076957,1.01,2.14,0.0,1.1257324848862305,0.0
2024-01-10 08:00:00,401.76169101148787,25.317597381376526,2.01,2.3,0.0,0.2911915449425604,0.0
2024-01-10 09:00:00,554.0852734335363,25.24801916684789,2.77,2.08,6.55905048809297,0.0,0.6904263671676811
2024-01-10 10:00:00,635.1565380550708,26.91081737388212,3.18,0.91,28.083986045708837,0.0,2.265782690275354
2024-01-10 11:00:00,823.8159324961877,25.782194975373493,4.12,0.88,58.85524283927774,0.0,3.239079662480938
2024-01-10 12:00:00,678.7071861739331,25.53782116790779,3.39,1.09,80.73883418253956,0.0,2.303535930869666
2024-01-10 13:00:00,522.8187095999474,26.025023981583338,2.61,1.05,95.59772288853705,0.0,1.564093547999737
2024-01-10 14:00:00,640.9229361012958,25.53974798209068,3.2,1.36,99.77988614442685,0.0,0.440227711146294
2024-01-10 15:00:00,504.1941152522499,25.132933816207753,2.52,0.85,99.98899430722136,0.0,0.022011385557314966
2024-01-10 16:00:00,370.2912505927709,24.858239732262106,1.85,0.76,99.99944971536107,0.0,0.001100569277864949
2024-01-10 17:00:00,184.98959893934298,21.621636743729034,0.92,0.93,99.94627071216857,0.0,-0.005052005303285201
2024-01-10 18:00:00,9.560300537578086e-14,22.724360275271742,0.0,2.65,72.05153387006331,0.0,-2.6499999999999995
2024-01-10 19:00:00,0.0,19.58740321044741,0.0,2.34,47.419954922694906,0.0,-2.34
2024-01-10 20:00:00,0.0,19.374420142998336,0.0,2.78,18.156797027958063,0.0,-2.78
2024-01-10 21:00:00,0.0,18.317209486886792,0.0,2.77,0.0,0.9543202972041938,-1.8156797027958063
2024-01-10 22:00:00,0.0,16.52626605645357,0.0,2.07,0.0,2.07,0.0
2024-01-10 23:00:00,0.0,18.381522803989245,0.0,2.6,0.0,2.6,0.0
2024-01-11 00:00:00,0.0,17.991458421890925,0.0,0.93,0.0,0.93,0.0
2024-01-11 01:00:00,0.0,17.93614730183106,0.0,0.93,0.0,0.93,0.0
2024-01-11 02:00:00,0.0,17.03355283595486,0.0,0.77,0.0,0.77,0.0
2024-01-11 03:00:00,0.0,19.051032808840127,0.0,0.8,0.0,0.8,0.0
2024-01-11 04:00:00,0.0,18.52116191008541,0.0,0.73,0.0,0.73,0.0
2024-01-11 05:00:00,0.0,21.889163229140955,0.0,0.71,0.0,0.71,0.0
2024-01-11 06:00:00,0.0,22.733937535011357,0.0,2.89,0.0,2.89,0.0
2024-01-11 07:00:00,191.75910935975767,25.320289685240553,0.96,2.82,0.0,1.8612044532012115,0.0
2024-01-11 08:00:00,256.0907048058469,23.500899474150085,1.28,2.44,0.0,1.1595464759707654,0.0
2024-01-11 09:00:00,504.29842936771576,22.723704612213975,2.52,2.66,0.0,0.13850785316142122,0.0
2024-01-11 10:00:00,583.1671609936501,26.506723180285622,2.92,0.86,19.530440147198384,0.0,2.055835804968251
2024-01-11 11:00:00,545.5695083518813,24.591836175725117,2.73,0.75,38.319991793912735,0.0,1.9778475417594064
2024-01-11 12:00:00,616.7288987853979,26.896729691934347,3.08,1.05,57.63961448621912,0.0,2.033644493926989
2024-01-11 13:00:00,715.8751697737247,26.92810167989898,3.58,1.16,80.62368505047104,0.0,2.419375848868623
2024-01-11 14:00:00,524.6513383882167,25.91963816196059,2.62,1.46,91.67462362391133,0.0,1.1632566919410832
2024-01-11 15:00:00,450.1851386348631,25.670514737337434,2.25,0.72,99.58373118119557,0.0,0.8325376376088673
2024-01-11 16:00:00,451.1747405507541,24.946721656412397,2.26,0.92,99.97918655905977,0.0,0.04162688188044328
2024-01-11 17:00:00,153.89377027431382,23.86168870492532,0.77,0.79,99.76306920507628,0.0,-0.020531148628430862
2024-01-11 18:00:00,8.800454986732615e-14,22.17285607677322,0.0,2.68,71.55254288928681,0.0,-2.6799999999999997
2024-01-11 19:00:00,0.0,19.533307878024356,0.0,2.61,44.0788586787605,0.0,-2.61
2024-01-11 20:00:00,0.0,18.533891828517906,0.0,2.08,22.18412183665523,0.0,-2.08
2024-01-11 21:00:00,0.0,18.553335840162212,0.0,2.63,0.0,0.41158781633447683,-2.218412183665523
2024-01-11 22:00:00,0.0,16.81122698443212,0.0,2.9,0.0,2.9,0.0
2024-01-11 23:00:00,0.0,15.179125948457331,0.0,2.58,0.0,2.58,0.0
2024-01-12 00:00:00,0.0,15.814769783862676,0.0,0.91,0.0,0.91,0.0
